Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),param_ma_length,param_initial_percent,param_percent_step,param_pyramiding
ADAUSDT,30min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,0.10494786079997542,7,57.14285714285714,54,5,2,2
ADAUSDT,30min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,4.446865317600013,2,100.0,53,5,2,2
ADAUSDT,30min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,-1.8257062616000241,2,50.0,53,5,2,2
ADAUSDT,30min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,1.420691439200028,4,75.0,52,5,2,4
ADAUSDT,30min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,11.663668529200066,10,100.0,49,5,2,4
ADAUSDT,30min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,8.024407123200028,7,85.71428571428571,49,5,1,2
ADAUSDT,30min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,-2.7685256016000137,1,0.0,49,5,1,2
ADAUSDT,30min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,15.982196247200054,9,100.0,45,5,2,4
ADAUSDT,30min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,0.7500132275999993,3,66.66666666666666,49,5,1,2
ADAUSDT,30min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,-0.10403793119998506,2,0.0,45,5,2,4
ADAUSDT,30min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,-0.03466487920003036,2,50.0,45,5,1,2
ADAUSDT,30min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,2.4664530184000277,4,75.0,45,5,2,4
ADAUSDT,30min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,-1.3090076936000172,2,50.0,45,5,2,2
ADAUSDT,30min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,3.5330514611999986,5,80.0,45,5,2,2
ADAUSDT,30min,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,1.909202620400019,3,100.0,54,5,2,2
ADAUSDT,30min,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,1.3277951288000356,6,66.66666666666666,53,5,1,3
ADAUSDT,30min,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.2011824276000107,1,100.0,54,5,2,8
ADAUSDT,30min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,7.116089450800023,4,100.0,51,5,2,2
ADAUSDT,30min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,0.0457590936000285,1,100.0,52,5,2,2
ADAUSDT,30min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,-2.2908350736000282,2,50.0,53,5,1,2
ADAUSDT,30min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,0.0,0,0,52,5,1,2
ADAUSDT,30min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,0.8581857335999921,2,50.0,53,5,1,2
ADAUSDT,30min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,-46.417275544000034,9,55.55555555555556,52,5,1,2
ADAUSDT,30min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,-10.233017741600047,4,75.0,40,9,1,9
ADAUSDT,30min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,1.632025794799996,3,66.66666666666666,54,9,2,9
ADAUSDT,30min,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,5.578667240400015,2,100.0,53,9,2,9
ADAUSDT,30min,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,-0.05376300599998496,1,0.0,42,9,2,9
ADAUSDT,30min,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,0.4821279880000029,1,100.0,45,9,2,9
ADAUSDT,30min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,6.322302972399996,2,100.0,45,9,2,9
ADAUSDT,30min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,1.3300715896000126,1,100.0,48,9,2,8
