Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),ReturnsFile,param_ma_length,param_initial_percent,param_percent_step,param_pyramiding
INJUSDT,15min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,1.058319423999965,3,66.66666666666666,reports_walkforward/returns_INJUSDT_15min.pkl,51,6,2,1
INJUSDT,15min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,2.4682435319999696,3,66.66666666666666,reports_walkforward/returns_INJUSDT_15min.pkl,52,6,2,2
INJUSDT,15min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,-2.300071408000004,5,60.0,reports_walkforward/returns_INJUSDT_15min.pkl,54,5,1,3
INJUSDT,15min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,0.547002531999996,2,50.0,reports_walkforward/returns_INJUSDT_15min.pkl,45,5,1,4
INJUSDT,15min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,0.9210301840000046,3,66.66666666666666,reports_walkforward/returns_INJUSDT_15min.pkl,47,5,2,1
INJUSDT,15min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,-3.5917227039999444,10,70.0,reports_walkforward/returns_INJUSDT_15min.pkl,50,5,1,1
INJUSDT,15min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,10.754296943999986,9,77.77777777777779,reports_walkforward/returns_INJUSDT_15min.pkl,49,5,1,2
INJUSDT,15min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,7.678168528000029,10,60.0,reports_walkforward/returns_INJUSDT_15min.pkl,54,5,2,2
INJUSDT,15min,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,-12.35592739600001,7,0.0,reports_walkforward/returns_INJUSDT_15min.pkl,48,5,1,1
INJUSDT,15min,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,-13.109852368000007,2,0.0,reports_walkforward/returns_INJUSDT_15min.pkl,53,6,2,2
INJUSDT,15min,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,15.011550520000029,11,63.63636363636363,reports_walkforward/returns_INJUSDT_15min.pkl,41,5,2,2
INJUSDT,15min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,-14.547073596000004,10,80.0,reports_walkforward/returns_INJUSDT_15min.pkl,47,5,2,3
INJUSDT,15min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,2.6160660560000215,3,100.0,reports_walkforward/returns_INJUSDT_15min.pkl,54,6,1,3
INJUSDT,15min,31,2024-12-02,2025-02-24,2025-02-24,2025-03-10,-7.726734524000034,5,60.0,reports_walkforward/returns_INJUSDT_15min.pkl,49,7,2,1
INJUSDT,15min,32,2024-12-16,2025-03-10,2025-03-10,2025-03-24,4.1188357440000045,2,50.0,reports_walkforward/returns_INJUSDT_15min.pkl,52,7,1,1
INJUSDT,15min,33,2024-12-30,2025-03-24,2025-03-24,2025-04-03,-8.878396880000006,2,0.0,reports_walkforward/returns_INJUSDT_15min.pkl,45,5,1,3
NEARUSDT,15min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,14.983158508000116,14,71.42857142857143,reports_walkforward/returns_NEARUSDT_15min.pkl,45,5,1,4
NEARUSDT,15min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,5.877279663999979,4,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,44,6,1,3
NEARUSDT,15min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.6981347600000021,3,66.66666666666666,reports_walkforward/returns_NEARUSDT_15min.pkl,45,5,2,3
NEARUSDT,15min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,4.68108617199996,3,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,43,6,1,3
NEARUSDT,15min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,-16.31710382399999,7,71.42857142857143,reports_walkforward/returns_NEARUSDT_15min.pkl,47,7,1,2
NEARUSDT,15min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,5.178109588000002,5,60.0,reports_walkforward/returns_NEARUSDT_15min.pkl,42,9,2,2
NEARUSDT,15min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,1.323264431999971,4,50.0,reports_walkforward/returns_NEARUSDT_15min.pkl,46,7,2,3
NEARUSDT,15min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,4.854178208000004,4,75.0,reports_walkforward/returns_NEARUSDT_15min.pkl,40,9,1,7
NEARUSDT,15min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,0.0,0,0.0,reports_walkforward/returns_NEARUSDT_15min.pkl,40,9,1,3
NEARUSDT,15min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,-1.7198607360000118,2,50.0,reports_walkforward/returns_NEARUSDT_15min.pkl,54,7,2,6
NEARUSDT,15min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,0.0,0,0.0,reports_walkforward/returns_NEARUSDT_15min.pkl,40,9,1,3
NEARUSDT,15min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,5.12646831200001,3,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,54,7,2,4
NEARUSDT,15min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,3.947281031999972,6,66.66666666666666,reports_walkforward/returns_NEARUSDT_15min.pkl,41,5,1,2
NEARUSDT,15min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,8.72769490399996,8,87.5,reports_walkforward/returns_NEARUSDT_15min.pkl,51,5,1,3
NEARUSDT,15min,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,6.107862804000019,3,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,48,5,1,2
NEARUSDT,15min,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,6.357870931999976,9,77.77777777777779,reports_walkforward/returns_NEARUSDT_15min.pkl,47,5,1,2
NEARUSDT,15min,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,2.629793740000008,3,66.66666666666666,reports_walkforward/returns_NEARUSDT_15min.pkl,51,5,1,3
NEARUSDT,15min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,8.759073516000049,6,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,51,5,1,3
NEARUSDT,15min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,-0.6733627640000073,2,50.0,reports_walkforward/returns_NEARUSDT_15min.pkl,51,5,1,4
NEARUSDT,15min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,4.13851534399996,5,80.0,reports_walkforward/returns_NEARUSDT_15min.pkl,51,5,1,4
NEARUSDT,15min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,1.0680373439999835,1,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,54,5,1,4
NEARUSDT,15min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,1.3097257040000088,2,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,50,5,2,3
NEARUSDT,15min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,14.07381124799989,16,81.25,reports_walkforward/returns_NEARUSDT_15min.pkl,54,5,1,3
NEARUSDT,15min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,13.347455300000055,12,83.33333333333334,reports_walkforward/returns_NEARUSDT_15min.pkl,54,5,1,3
NEARUSDT,15min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,5.634514192000029,9,66.66666666666666,reports_walkforward/returns_NEARUSDT_15min.pkl,54,5,2,2
NEARUSDT,15min,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,-4.209861384000013,8,25.0,reports_walkforward/returns_NEARUSDT_15min.pkl,53,5,1,2
NEARUSDT,15min,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,-6.97610423999998,3,33.33333333333333,reports_walkforward/returns_NEARUSDT_15min.pkl,53,5,2,2
NEARUSDT,15min,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,8.238511072000044,4,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,54,7,2,2
NEARUSDT,15min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,-6.317255236000019,8,62.5,reports_walkforward/returns_NEARUSDT_15min.pkl,54,5,2,3
NEARUSDT,15min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,2.970985476000032,1,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,51,7,1,3
NEARUSDT,15min,31,2024-12-02,2025-02-24,2025-02-24,2025-03-10,-4.054817639999997,6,50.0,reports_walkforward/returns_NEARUSDT_15min.pkl,54,7,1,3
NEARUSDT,15min,32,2024-12-16,2025-03-10,2025-03-10,2025-03-24,0.08700023199998963,1,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,54,7,1,2
NEARUSDT,15min,33,2024-12-30,2025-03-24,2025-03-24,2025-04-03,9.540531399999995,2,100.0,reports_walkforward/returns_NEARUSDT_15min.pkl,52,5,2,1
