Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),ReturnsFile,param_ma_length,param_initial_percent,param_percent_step,param_pyramiding
DOGEUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,0.0,0,0.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,44,6,2,2
DOGEUSDT,1H,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,-6.018771723119986,3,33.33333333333333,reports_walkforward/returns_DOGEUSDT_1H.pkl,44,6,1,2
DOGEUSDT,1H,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,-1.0432001068399588,2,50.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,40,6,2,2
DOGEUSDT,1H,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,-17.693434193040027,1,0.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,44,5,2,1
DOGEUSDT,1H,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,-64.86613426043999,4,75.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,45,7,1,6
DOGEUSDT,1H,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,2.735007514320009,4,100.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,43,9,2,9
DOGEUSDT,1H,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,0.5837092047999537,2,50.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,42,9,2,9
DOGEUSDT,1H,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,5.162651924839956,2,100.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,42,9,2,8
DOGEUSDT,1H,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,-0.5203437371600006,2,50.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,42,9,2,9
DOGEUSDT,1H,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,12.303911298480031,2,100.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,42,9,1,1
DOGEUSDT,1H,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,0.0,0,0.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,42,9,2,1
DOGEUSDT,1H,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,0.8443295249600302,2,100.0,reports_walkforward/returns_DOGEUSDT_1H.pkl,44,7,1,9
ETHUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,-4.2523321600000275,4,75.0,reports_walkforward/returns_ETHUSDT_1H.pkl,46,5,2,2
ETHUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,0.6065563600000212,1,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,54,5,2,5
ETHUSDT,1H,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,54,7,1,4
ETHUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,53,8,1,4
ETHUSDT,1H,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,10.177891199999966,3,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,51,7,2,4
ETHUSDT,1H,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,0.5929509199999572,4,75.0,reports_walkforward/returns_ETHUSDT_1H.pkl,41,6,2,2
ETHUSDT,1H,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,0.9820171199999894,1,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,53,5,2,3
ETHUSDT,1H,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-1.564684719999987,3,66.66666666666666,reports_walkforward/returns_ETHUSDT_1H.pkl,51,5,1,3
ETHUSDT,1H,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-1.0986159999999967,2,50.0,reports_walkforward/returns_ETHUSDT_1H.pkl,48,5,2,2
ETHUSDT,1H,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,49,5,1,3
ETHUSDT,1H,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,2.1661279199999717,2,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,48,5,2,1
ETHUSDT,1H,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,2.819526480000012,1,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,49,5,1,3
ETHUSDT,1H,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.8010128800000071,1,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,43,5,1,2
ETHUSDT,1H,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,-0.08018063999999381,2,50.0,reports_walkforward/returns_ETHUSDT_1H.pkl,51,5,1,1
ETHUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,44,5,2,9
ETHUSDT,1H,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,3.462258359999981,2,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,44,7,2,3
ETHUSDT,1H,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,48,7,1,3
ETHUSDT,1H,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,2.49618840000001,3,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,43,7,1,3
ETHUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,1.37391480000002,1,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,52,7,2,2
ETHUSDT,1H,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,-0.8377311599999993,1,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,52,7,2,2
ETHUSDT,1H,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,48,7,1,3
ETHUSDT,1H,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,52,7,2,4
ETHUSDT,1H,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,-13.626204000000019,2,50.0,reports_walkforward/returns_ETHUSDT_1H.pkl,49,6,1,2
ETHUSDT,1H,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,46,9,2,9
ETHUSDT,1H,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,40,9,2,9
ETHUSDT,1H,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,-0.03352708000000648,1,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,41,5,2,8
ETHUSDT,1H,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,40,9,1,7
ETHUSDT,1H,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,0.0,0,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,40,9,2,8
ETHUSDT,1H,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,3.6971445599999875,1,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,49,8,2,9
ETHUSDT,1H,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,4.79329980000005,2,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,52,5,1,1
BTCUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,49,7,1,4
BTCUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,42,7,2,6
BTCUSDT,1H,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,53,8,2,5
BTCUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,54,9,1,1
BTCUSDT,1H,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,41,9,2,2
BTCUSDT,1H,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,53,9,2,1
BTCUSDT,1H,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,43,7,2,2
BTCUSDT,1H,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,52,6,2,5
BTCUSDT,1H,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,41,8,2,8
BTCUSDT,1H,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,51,9,1,1
BTCUSDT,1H,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,47,6,1,6
BTCUSDT,1H,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,44,7,1,8
BTCUSDT,1H,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,46,7,2,3
BTCUSDT,1H,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,43,8,1,8
BTCUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,44,8,2,1
BTCUSDT,1H,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,54,7,2,9
BTCUSDT,1H,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,50,9,2,3
BTCUSDT,1H,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,51,6,1,3
BTCUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,42,7,1,8
BTCUSDT,1H,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,43,6,2,3
BTCUSDT,1H,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,53,8,2,5
BTCUSDT,1H,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,54,9,2,4
BTCUSDT,1H,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,40,7,1,2
BTCUSDT,1H,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,49,9,2,5
BTCUSDT,1H,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,50,5,2,7
BTCUSDT,1H,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,42,7,2,6
BTCUSDT,1H,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,51,9,2,7
BTCUSDT,1H,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,43,7,2,6
BTCUSDT,1H,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,51,6,2,4
BTCUSDT,1H,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_1H.pkl,49,6,2,6
NEARUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,6.914258920000016,4,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,52,9,2,9
NEARUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,4.410222083999971,3,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,51,9,2,3
NEARUSDT,1H,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0.0,reports_walkforward/returns_NEARUSDT_1H.pkl,49,9,1,4
NEARUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,0.5024946280000053,2,50.0,reports_walkforward/returns_NEARUSDT_1H.pkl,53,8,2,3
NEARUSDT,1H,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,16.780270036000044,7,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,53,7,1,5
NEARUSDT,1H,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,25.943947263999956,6,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,54,8,1,5
NEARUSDT,1H,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,7.891105807999965,4,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,47,7,1,5
NEARUSDT,1H,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-7.047546451999964,2,0.0,reports_walkforward/returns_NEARUSDT_1H.pkl,48,9,1,3
NEARUSDT,1H,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-8.511985115999977,4,50.0,reports_walkforward/returns_NEARUSDT_1H.pkl,53,7,1,4
NEARUSDT,1H,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,-2.0191645839999883,1,0.0,reports_walkforward/returns_NEARUSDT_1H.pkl,42,8,1,4
NEARUSDT,1H,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,0.9767498880000058,1,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,41,8,1,4
NEARUSDT,1H,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,5.664006539999988,1,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,48,6,1,1
NEARUSDT,1H,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,3.6843928000000137,4,50.0,reports_walkforward/returns_NEARUSDT_1H.pkl,45,5,2,1
NEARUSDT,1H,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,-2.5530977040000624,3,66.66666666666666,reports_walkforward/returns_NEARUSDT_1H.pkl,42,5,2,1
NEARUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,4.300170936000036,3,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,42,6,1,7
NEARUSDT,1H,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,5.238991859999986,4,50.0,reports_walkforward/returns_NEARUSDT_1H.pkl,44,5,2,1
NEARUSDT,1H,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,-8.144563871999978,2,50.0,reports_walkforward/returns_NEARUSDT_1H.pkl,44,5,2,1
NEARUSDT,1H,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,4.701183207999993,4,75.0,reports_walkforward/returns_NEARUSDT_1H.pkl,44,8,1,2
NEARUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,4.970099115999993,2,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,40,7,1,2
NEARUSDT,1H,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,1.2457291240000279,2,50.0,reports_walkforward/returns_NEARUSDT_1H.pkl,44,7,1,2
NEARUSDT,1H,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,2.326125144000013,3,66.66666666666666,reports_walkforward/returns_NEARUSDT_1H.pkl,43,5,2,2
NEARUSDT,1H,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,1.0432611359999955,2,50.0,reports_walkforward/returns_NEARUSDT_1H.pkl,47,7,2,2
NEARUSDT,1H,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,-7.709014763999944,4,50.0,reports_walkforward/returns_NEARUSDT_1H.pkl,47,7,1,3
NEARUSDT,1H,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,9.569583520000059,7,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,40,6,2,4
NEARUSDT,1H,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,0.7343105599999733,3,66.66666666666666,reports_walkforward/returns_NEARUSDT_1H.pkl,42,7,1,4
NEARUSDT,1H,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,-6.026143624000002,4,75.0,reports_walkforward/returns_NEARUSDT_1H.pkl,42,7,2,2
NEARUSDT,1H,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,-9.813815288000004,3,33.33333333333333,reports_walkforward/returns_NEARUSDT_1H.pkl,42,6,1,2
NEARUSDT,1H,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,7.203716643999991,5,100.0,reports_walkforward/returns_NEARUSDT_1H.pkl,42,7,2,8
NEARUSDT,1H,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,-4.187671775999968,6,66.66666666666666,reports_walkforward/returns_NEARUSDT_1H.pkl,40,6,1,3
NEARUSDT,1H,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,5.17390858400002,4,75.0,reports_walkforward/returns_NEARUSDT_1H.pkl,41,5,1,1
DOGEUSDT,30min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,4.360411040360024,4,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,53,6,2,2
DOGEUSDT,30min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,2.0466446074800304,2,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,53,6,2,2
DOGEUSDT,30min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,49,6,2,2
DOGEUSDT,30min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,0.22428833815999472,2,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,42,5,2,3
DOGEUSDT,30min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,-16.905035317879992,12,41.66666666666667,reports_walkforward/returns_DOGEUSDT_30min.pkl,52,5,1,3
DOGEUSDT,30min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,10.289283773440005,12,75.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,53,6,1,4
DOGEUSDT,30min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,1.8307366762800203,9,66.66666666666666,reports_walkforward/returns_DOGEUSDT_30min.pkl,54,5,1,4
DOGEUSDT,30min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,12.493799705560038,11,90.9090909090909,reports_walkforward/returns_DOGEUSDT_30min.pkl,54,5,1,4
DOGEUSDT,30min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-7.431487301240036,6,83.33333333333334,reports_walkforward/returns_DOGEUSDT_30min.pkl,54,5,1,4
DOGEUSDT,30min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,2.210020720679995,2,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,54,5,1,5
DOGEUSDT,30min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,2.3474627279199467,3,66.66666666666666,reports_walkforward/returns_DOGEUSDT_30min.pkl,54,6,1,5
DOGEUSDT,30min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,2.242220498120018,4,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,53,5,1,5
DOGEUSDT,30min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,1.1050596407599755,3,66.66666666666666,reports_walkforward/returns_DOGEUSDT_30min.pkl,53,5,1,2
DOGEUSDT,30min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,-4.41269526496002,3,66.66666666666666,reports_walkforward/returns_DOGEUSDT_30min.pkl,40,6,2,4
DOGEUSDT,30min,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,2.547414034119999,3,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,52,7,2,3
DOGEUSDT,30min,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,0.2336982590800174,7,71.42857142857143,reports_walkforward/returns_DOGEUSDT_30min.pkl,53,5,1,3
DOGEUSDT,30min,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,-0.4756560686400402,1,0.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,52,6,1,2
DOGEUSDT,30min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,4.5878593834800085,3,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,54,6,1,2
DOGEUSDT,30min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,0.45835680108001764,1,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,52,5,1,3
DOGEUSDT,30min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,-2.223636030040055,4,50.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,54,6,1,2
DOGEUSDT,30min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,-1.1752250442000123,2,50.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,54,6,1,5
DOGEUSDT,30min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,-0.7694919923999954,4,75.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,48,6,2,5
DOGEUSDT,30min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,-56.91716354740001,9,77.77777777777779,reports_walkforward/returns_DOGEUSDT_30min.pkl,48,6,1,6
DOGEUSDT,30min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,2.1103361437600388,3,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,51,9,2,9
DOGEUSDT,30min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,6.517793484159995,1,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,51,9,1,1
DOGEUSDT,30min,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,5.133048053999989,1,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,45,8,2,1
DOGEUSDT,30min,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,-1.1410526181599878,1,0.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,47,9,1,1
DOGEUSDT,30min,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,6.867824681720003,2,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,51,9,1,1
DOGEUSDT,30min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,1.8974345124000314,1,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,45,8,2,1
DOGEUSDT,30min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,4.7730227723599805,3,100.0,reports_walkforward/returns_DOGEUSDT_30min.pkl,54,6,1,2
BNBUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,3.6050516400000454,3,100.0,reports_walkforward/returns_BNBUSDT_1H.pkl,52,6,1,2
BNBUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-0.4410436800000195,1,0.0,reports_walkforward/returns_BNBUSDT_1H.pkl,51,6,2,1
BNBUSDT,1H,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0.0,reports_walkforward/returns_BNBUSDT_1H.pkl,52,6,1,2
BNBUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,0.6679686400000273,2,100.0,reports_walkforward/returns_BNBUSDT_1H.pkl,51,6,2,6
