Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),Used Previous Params,param_ema_length,param_adx_length,param_adxr_offset,param_signal1,param_signal2,param_reverse
DOGEUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,-1.1824949827999975,2,0.0,False,5,54,7,21,50,True
DOGEUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,0.0,0,0,False,11,35,11,12,36,False
DOGEUSDT,1H,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,-1.3834329049998595,8,50.0,False,11,20,46,20,35,False
DOGEUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,-4.0240553847198495,4,25.0,False,26,12,17,21,40,False
DOGEUSDT,1H,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,-9.048393055800098,11,27.27272727272727,False,35,8,11,28,32,False
DOGEUSDT,1H,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,-9.846041437479979,15,40.0,False,37,5,13,33,50,False
DOGEUSDT,1H,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,0.0,0,0,False,38,28,17,15,39,False
DOGEUSDT,1H,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,5.927456558999955,6,83.33333333333334,False,40,18,22,17,44,False
DOGEUSDT,1H,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-6.975011444320012,4,0.0,False,56,11,19,15,51,False
DOGEUSDT,1H,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,-9.308489423159772,21,28.57142857142857,False,31,27,15,24,36,True
DOGEUSDT,1H,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,-7.658189701800033,19,31.57894736842105,False,34,34,54,35,48,True
DOGEUSDT,1H,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,2.787658340799881,12,58.333333333333336,False,30,5,39,33,52,True
DOGEUSDT,1H,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,-6.496710146320018,11,36.36363636363637,False,58,33,5,15,35,True
DOGEUSDT,1H,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,0.6504075864002035,12,50.0,False,23,31,34,8,35,False
DOGEUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,0.0,0,0,False,30,12,14,9,56,False
