Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),Used Previous Params,param_ema_length,param_adx_length,param_adxr_offset,param_signal1,param_signal2,param_reverse
SOLUSDT,30min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,10.78638438000008,31,61.29032258064516,False,30,37,49,24,53,False
SOLUSDT,30min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-4.1992035320000065,32,43.75,False,29,58,51,12,40,False
SOLUSDT,30min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.020949779999868134,35,37.142857142857146,False,28,17,25,17,42,False
SOLUSDT,30min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,13.407939384,48,54.166666666666664,False,29,11,31,30,53,False
SOLUSDT,30min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,22.20030661600001,51,45.09803921568628,False,29,44,29,16,42,False
SOLUSDT,30min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,11.122531715999951,48,50.0,False,29,17,22,39,44,False
SOLUSDT,30min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,-7.65574622399996,41,39.02439024390244,False,31,20,8,16,50,False
SOLUSDT,30min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-0.39804446399990256,32,46.875,False,32,12,52,13,58,False
SOLUSDT,30min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,0.5974991360001347,29,48.275862068965516,False,22,30,25,17,44,False
SOLUSDT,30min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,10.016315579999935,37,43.24324324324324,False,22,55,51,14,37,False
SOLUSDT,30min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,1.8736439000000882,64,56.25,False,22,14,13,34,39,False
SOLUSDT,30min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,5.680830863999864,44,50.0,False,22,18,28,14,49,False
SOLUSDT,30min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,-8.047260648000288,35,54.285714285714285,False,59,26,25,22,50,True
SOLUSDT,30min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,-10.42210398400012,40,42.5,False,23,27,6,9,44,False
