Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),Used Previous Params,param_ema_length,param_adx_length,param_adxr_offset,param_signal1,param_signal2,param_reverse
ETHUSDT,30min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,2.2154129600000294,34,50.0,False,48,11,10,27,52,False
ETHUSDT,30min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-8.7643040000001,20,50.0,False,48,19,57,12,54,False
ETHUSDT,30min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,5.547218080000027,38,52.63157894736842,False,49,50,37,20,42,False
ETHUSDT,30min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,8.306317320000044,32,50.0,False,56,25,29,36,53,False
ETHUSDT,30min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,10.929083120000005,28,50.0,False,56,33,17,12,35,False
ETHUSDT,30min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,-7.397220000000015,29,37.93103448275862,False,59,22,57,19,44,False
ETHUSDT,30min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,-6.454072079999951,39,41.02564102564102,False,35,26,27,21,39,False
ETHUSDT,30min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,0.0,0,0,False,51,44,53,7,41,False
ETHUSDT,30min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-0.9033929999999635,42,47.61904761904761,False,45,10,30,39,40,False
ETHUSDT,30min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,-8.044490960000129,51,37.254901960784316,False,53,7,40,39,34,False
ETHUSDT,30min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,0.8478486400000262,35,42.857142857142854,False,54,11,22,30,51,False
ETHUSDT,30min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,-1.322907600000034,56,50.0,False,20,18,6,27,42,False
ETHUSDT,30min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,-7.573042400000052,39,38.46153846153847,False,46,17,35,14,48,False
ETHUSDT,30min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,-6.189451440000015,35,37.142857142857146,False,48,20,12,17,43,False
