Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),Used Previous Params,param_ema_length,param_adx_length,param_adxr_offset,param_signal1,param_signal2,param_reverse
BNBUSDT,15min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,-8.099946999999919,81,50.617283950617285,False,57,58,29,21,50,False
BNBUSDT,15min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,0.0,0,0,False,5,31,40,6,36,True
BNBUSDT,15min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0,False,31,34,21,5,48,False
BNBUSDT,15min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,0.0,0,0,False,29,46,49,5,54,False
BNBUSDT,15min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,12.247958719999819,73,39.726027397260275,False,54,56,28,22,50,False
BNBUSDT,15min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,3.7795842800000923,66,43.93939393939394,False,58,57,8,35,55,False
BNBUSDT,15min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,0.0,0,0,False,48,54,52,6,35,False
BNBUSDT,15min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-3.3777465599999723,72,43.05555555555556,False,36,58,54,37,53,False
BNBUSDT,15min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-7.77571759999992,59,38.983050847457626,False,40,30,39,11,56,False
BNBUSDT,15min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,-9.400912000000172,93,34.40860215053764,False,41,26,31,37,47,False
BNBUSDT,15min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,-7.826400719999915,92,36.95652173913043,False,40,13,19,34,59,False
BNBUSDT,15min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,-2.750033720000078,69,40.57971014492754,False,41,50,5,38,36,False
BNBUSDT,15min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,-4.159202559999997,38,36.84210526315789,False,47,29,28,7,48,False
