Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),ReturnsFile,param_frequency,param_rsiFrequency,param_buyZoneDistance,param_avgDownATRSum,param_useAbsoluteRSIBarrier,param_barrierLevel,param_pyramiding
KASUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,1.143887232560048,5,80.0,reports_walkforward/returns_KASUSDT_1H.pkl,22,72,4,4,False,62,2
KASUSDT,1H,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,-2.1110369417199792,6,50.0,reports_walkforward/returns_KASUSDT_1H.pkl,14,60,4,5,True,48,2
KASUSDT,1H,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,-0.2604201885999857,10,80.0,reports_walkforward/returns_KASUSDT_1H.pkl,18,30,6,1,False,80,5
KASUSDT,1H,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,0.2148635423200096,8,62.5,reports_walkforward/returns_KASUSDT_1H.pkl,18,30,8,1,True,34,7
KASUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,1.625592011879995,25,72.0,reports_walkforward/returns_KASUSDT_1H.pkl,12,16,3,8,False,68,2
KASUSDT,1H,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,-3.1249810093999963,3,0.0,reports_walkforward/returns_KASUSDT_1H.pkl,8,78,4,2,True,46,3
KASUSDT,1H,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,-4.241297257160026,14,64.28571428571429,reports_walkforward/returns_KASUSDT_1H.pkl,30,8,8,1,False,30,3
KASUSDT,1H,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,1.3665813733999777,9,66.66666666666666,reports_walkforward/returns_KASUSDT_1H.pkl,16,32,8,1,True,32,5
KASUSDT,1H,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,4.383468809399993,17,52.94117647058824,reports_walkforward/returns_KASUSDT_1H.pkl,6,44,3,3,False,58,2
KASUSDT,1H,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,0.9079971609599946,17,64.70588235294117,reports_walkforward/returns_KASUSDT_1H.pkl,16,12,6,6,True,44,2
