Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),ReturnsFile,param_lowest_point_bars,param_rsi_length,param_sell_barrier,param_dca_parts,param_max_lookback,param_sma_period,param_only_buy_above_sma
DOGEUSDT,15min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-2.4783808200800173,13,76.92307692307693,reports_walkforward/returns_DOGEUSDT_15min.pkl,4,20,66,8,36,64,False
DOGEUSDT,15min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.7891092134400424,24,75.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,4,10,70,6,44,18,False
DOGEUSDT,15min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,1.8055275686399863,6,83.33333333333334,reports_walkforward/returns_DOGEUSDT_15min.pkl,22,40,60,7,8,54,False
DOGEUSDT,15min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,7.474603731280016,50,60.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,16,54,50,6,18,30,False
DOGEUSDT,15min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,11.77465374768001,5,60.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,10,44,64,4,38,46,False
DOGEUSDT,15min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,7.104638071919989,9,77.77777777777779,reports_walkforward/returns_DOGEUSDT_15min.pkl,6,60,62,5,16,42,False
DOGEUSDT,15min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-8.073729780439987,2,0.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,6,62,62,3,8,46,True
DOGEUSDT,15min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-6.764359142439991,2,0.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,16,28,68,4,38,40,False
DOGEUSDT,15min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,-0.48033904888001855,3,33.33333333333333,reports_walkforward/returns_DOGEUSDT_15min.pkl,4,66,62,6,34,54,False
DOGEUSDT,15min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,-1.915840475639996,6,66.66666666666666,reports_walkforward/returns_DOGEUSDT_15min.pkl,4,66,62,4,62,32,False
DOGEUSDT,15min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,-0.9526567062799973,6,66.66666666666666,reports_walkforward/returns_DOGEUSDT_15min.pkl,14,26,64,8,66,52,False
DOGEUSDT,15min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.500118068480071,36,66.66666666666666,reports_walkforward/returns_DOGEUSDT_15min.pkl,20,4,64,7,42,36,False
DOGEUSDT,15min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,-5.559707712160034,13,76.92307692307693,reports_walkforward/returns_DOGEUSDT_15min.pkl,12,26,56,3,68,46,True
DOGEUSDT,15min,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,0.06346565035997287,6,50.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,10,74,54,5,32,22,True
DOGEUSDT,15min,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,-10.582956626039996,6,66.66666666666666,reports_walkforward/returns_DOGEUSDT_15min.pkl,4,42,62,8,72,40,True
DOGEUSDT,15min,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,1.3959625871998949,28,78.57142857142857,reports_walkforward/returns_DOGEUSDT_15min.pkl,20,18,52,9,26,30,False
DOGEUSDT,15min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,-0.46000733320000764,1,0.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,16,48,64,8,74,54,True
DOGEUSDT,15min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,2.512287607480035,7,85.71428571428571,reports_walkforward/returns_DOGEUSDT_15min.pkl,22,68,58,4,30,78,True
DOGEUSDT,15min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,-4.035591292360008,11,81.81818181818183,reports_walkforward/returns_DOGEUSDT_15min.pkl,4,38,64,5,50,24,True
DOGEUSDT,15min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,3.891808225039961,6,83.33333333333334,reports_walkforward/returns_DOGEUSDT_15min.pkl,18,42,64,7,72,74,True
DOGEUSDT,15min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,4.767596285959996,7,57.14285714285714,reports_walkforward/returns_DOGEUSDT_15min.pkl,14,16,72,2,34,78,True
DOGEUSDT,15min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,51.884562185399965,8,87.5,reports_walkforward/returns_DOGEUSDT_15min.pkl,6,10,82,5,28,12,False
DOGEUSDT,15min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,8.776868601160004,3,66.66666666666666,reports_walkforward/returns_DOGEUSDT_15min.pkl,6,58,64,5,34,42,False
DOGEUSDT,15min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,-1.172427156519984,1,0.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,4,72,64,5,74,64,False
DOGEUSDT,15min,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,-17.180361295559997,1,0.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,6,62,64,6,48,66,False
DOGEUSDT,15min,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,1.802385193919931,9,77.77777777777779,reports_walkforward/returns_DOGEUSDT_15min.pkl,4,12,78,5,22,58,False
DOGEUSDT,15min,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,-4.574422091280028,4,50.0,reports_walkforward/returns_DOGEUSDT_15min.pkl,18,38,64,6,36,44,False
DOGEUSDT,15min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,-9.707397932679962,15,66.66666666666666,reports_walkforward/returns_DOGEUSDT_15min.pkl,12,8,72,4,18,14,False
DOGEUSDT,15min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,2.318641751480044,22,81.81818181818183,reports_walkforward/returns_DOGEUSDT_15min.pkl,20,12,60,6,62,30,False
XRPUSDT,15min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,-4.33469636560001,3,33.33333333333333,reports_walkforward/returns_XRPUSDT_15min.pkl,4,48,62,3,72,74,False
XRPUSDT,15min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-6.923683418799998,26,69.23076923076923,reports_walkforward/returns_XRPUSDT_15min.pkl,4,18,60,4,56,64,False
XRPUSDT,15min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,1.1369180232000398,16,68.75,reports_walkforward/returns_XRPUSDT_15min.pkl,20,12,64,6,14,50,False
XRPUSDT,15min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,1.4479264731999786,5,80.0,reports_walkforward/returns_XRPUSDT_15min.pkl,22,76,56,9,68,60,False
XRPUSDT,15min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,6.469055839999904,20,90.0,reports_walkforward/returns_XRPUSDT_15min.pkl,22,12,62,5,62,34,False
XRPUSDT,15min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,-0.12975935159998953,8,62.5,reports_walkforward/returns_XRPUSDT_15min.pkl,18,52,58,7,34,20,False
XRPUSDT,15min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,-2.0260523416000265,3,33.33333333333333,reports_walkforward/returns_XRPUSDT_15min.pkl,4,50,64,6,12,26,False
XRPUSDT,15min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-6.131903356000001,30,73.33333333333333,reports_walkforward/returns_XRPUSDT_15min.pkl,16,34,54,4,36,64,False
XRPUSDT,15min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,0.42016382960001764,8,12.5,reports_walkforward/returns_XRPUSDT_15min.pkl,10,70,60,7,70,12,False
XRPUSDT,15min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,-1.0654531688000124,9,44.44444444444444,reports_walkforward/returns_XRPUSDT_15min.pkl,14,8,72,8,52,48,False
XRPUSDT,15min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,-1.5578759963999933,3,66.66666666666666,reports_walkforward/returns_XRPUSDT_15min.pkl,14,70,60,7,34,50,False
XRPUSDT,15min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,0.09054532560002215,24,66.66666666666666,reports_walkforward/returns_XRPUSDT_15min.pkl,12,12,60,8,34,78,False
XRPUSDT,15min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.7913933012000163,35,74.28571428571429,reports_walkforward/returns_XRPUSDT_15min.pkl,12,22,54,8,12,30,False
XRPUSDT,15min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,-5.876011883999944,28,82.14285714285714,reports_walkforward/returns_XRPUSDT_15min.pkl,10,18,58,9,46,32,False
XRPUSDT,15min,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,2.7529349648000467,49,65.3061224489796,reports_walkforward/returns_XRPUSDT_15min.pkl,10,62,52,5,12,56,False
XRPUSDT,15min,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,-12.878891449999974,5,60.0,reports_walkforward/returns_XRPUSDT_15min.pkl,6,30,68,7,70,46,False
XRPUSDT,15min,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,1.254645660399989,5,80.0,reports_walkforward/returns_XRPUSDT_15min.pkl,18,16,74,9,22,68,True
XRPUSDT,15min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,-4.055350753999987,1,0.0,reports_walkforward/returns_XRPUSDT_15min.pkl,4,78,62,8,56,72,True
XRPUSDT,15min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,4.2338355803999805,42,78.57142857142857,reports_walkforward/returns_XRPUSDT_15min.pkl,6,8,64,3,24,76,True
XRPUSDT,15min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,-7.765788766399984,5,80.0,reports_walkforward/returns_XRPUSDT_15min.pkl,6,78,62,3,32,66,True
XRPUSDT,15min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,1.9364096848000445,35,74.28571428571429,reports_walkforward/returns_XRPUSDT_15min.pkl,10,12,58,3,30,50,False
XRPUSDT,15min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,0.8312263855999591,13,53.84615384615385,reports_walkforward/returns_XRPUSDT_15min.pkl,14,12,58,2,72,60,True
XRPUSDT,15min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,19.22760488640001,93,78.49462365591397,reports_walkforward/returns_XRPUSDT_15min.pkl,4,14,58,4,8,22,False
XRPUSDT,15min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,42.39121560120003,11,100.0,reports_walkforward/returns_XRPUSDT_15min.pkl,6,54,64,3,52,42,False
XRPUSDT,15min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,3.263203887599997,1,0.0,reports_walkforward/returns_XRPUSDT_15min.pkl,4,28,72,5,44,50,False
XRPUSDT,15min,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,-10.386722183200003,2,50.0,reports_walkforward/returns_XRPUSDT_15min.pkl,8,68,64,4,6,38,False
XRPUSDT,15min,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,16.986298814800026,6,83.33333333333334,reports_walkforward/returns_XRPUSDT_15min.pkl,4,52,66,4,64,68,False
XRPUSDT,15min,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,11.157317735200012,3,66.66666666666666,reports_walkforward/returns_XRPUSDT_15min.pkl,4,52,68,6,16,50,False
XRPUSDT,15min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,-8.073809497599981,1,0.0,reports_walkforward/returns_XRPUSDT_15min.pkl,4,42,70,5,36,38,False
XRPUSDT,15min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,6.939926294399967,20,95.0,reports_walkforward/returns_XRPUSDT_15min.pkl,18,10,66,5,68,56,False
XRPUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,3.74008641200001,12,66.66666666666666,reports_walkforward/returns_XRPUSDT_1H.pkl,8,10,56,3,60,38,False
XRPUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-6.488086297199969,4,50.0,reports_walkforward/returns_XRPUSDT_1H.pkl,18,34,52,4,46,18,False
XRPUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,2.6335833496000216,6,50.0,reports_walkforward/returns_XRPUSDT_1H.pkl,22,68,52,3,32,32,False
XRPUSDT,1H,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,1.4506457755999902,5,80.0,reports_walkforward/returns_XRPUSDT_1H.pkl,20,66,52,7,46,40,False
XRPUSDT,1H,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,5.373491010399989,8,75.0,reports_walkforward/returns_XRPUSDT_1H.pkl,8,26,58,6,26,12,False
XRPUSDT,1H,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,1.8172992752000017,5,60.0,reports_walkforward/returns_XRPUSDT_1H.pkl,6,32,56,6,30,76,False
XRPUSDT,1H,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-9.114833754800033,10,50.0,reports_walkforward/returns_XRPUSDT_1H.pkl,6,42,54,7,70,22,False
XRPUSDT,1H,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-0.9912174376000116,4,50.0,reports_walkforward/returns_XRPUSDT_1H.pkl,10,16,66,3,42,42,False
XRPUSDT,1H,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,0.9671325940000086,5,80.0,reports_walkforward/returns_XRPUSDT_1H.pkl,14,12,62,3,58,68,False
XRPUSDT,1H,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,2.0525488279999893,16,75.0,reports_walkforward/returns_XRPUSDT_1H.pkl,6,8,56,5,28,28,False
XRPUSDT,1H,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,0.8240519883999431,9,77.77777777777779,reports_walkforward/returns_XRPUSDT_1H.pkl,10,38,48,4,20,74,False
XRPUSDT,1H,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.29410326600010084,26,50.0,reports_walkforward/returns_XRPUSDT_1H.pkl,18,74,44,7,72,16,False
XRPUSDT,1H,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,6.118229509600037,3,100.0,reports_walkforward/returns_XRPUSDT_1H.pkl,20,74,46,6,54,14,False
XRPUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,1.538372062000004,24,62.5,reports_walkforward/returns_XRPUSDT_1H.pkl,12,58,48,5,68,44,False
XRPUSDT,1H,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,-7.795669262799965,9,55.55555555555556,reports_walkforward/returns_XRPUSDT_1H.pkl,18,50,52,2,68,30,False
XRPUSDT,1H,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,2.639801004799991,4,75.0,reports_walkforward/returns_XRPUSDT_1H.pkl,6,50,60,6,70,42,True
XRPUSDT,1H,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,-2.4297500968000207,1,0.0,reports_walkforward/returns_XRPUSDT_1H.pkl,6,66,60,5,30,50,True
XRPUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,3.1326316120000586,14,71.42857142857143,reports_walkforward/returns_XRPUSDT_1H.pkl,4,34,60,5,12,24,True
