Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),ReturnsFile,param_lowest_point_bars,param_rsi_length,param_sell_barrier,param_dca_parts,param_max_lookback,param_sma_period,param_only_buy_above_sma
EOSUSDT,30min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,-17.196075276000045,14,71.42857142857143,reports_walkforward/returns_EOSUSDT_30min.pkl,14,6,62,7,74,64,False
EOSUSDT,30min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,4.476835784000022,5,60.0,reports_walkforward/returns_EOSUSDT_30min.pkl,14,10,74,3,76,68,True
BTCUSDT,30min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,22,64,66,9,36,68,False
BTCUSDT,30min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,18,62,72,4,44,76,True
BTCUSDT,30min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,8,78,40,2,44,68,False
BTCUSDT,30min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,4,24,66,2,18,56,True
BTCUSDT,30min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,20,56,80,5,54,52,False
BTCUSDT,30min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,18,38,42,8,62,42,True
BTCUSDT,30min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,6,52,56,4,58,60,True
BTCUSDT,30min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,8,18,52,4,28,14,False
BTCUSDT,30min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,14,36,64,6,36,14,False
BTCUSDT,30min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,18,14,80,3,36,44,False
BTCUSDT,30min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,20,18,72,4,24,20,False
BTCUSDT,30min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,12,40,50,3,8,16,False
BTCUSDT,30min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,6,8,84,4,66,54,False
BTCUSDT,30min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,14,44,46,6,24,66,True
BTCUSDT,30min,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,12,30,74,7,70,68,False
BTCUSDT,30min,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,12,78,54,6,56,72,True
BTCUSDT,30min,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,16,28,44,1,24,32,False
BTCUSDT,30min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,6,66,48,6,22,20,False
BTCUSDT,30min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,14,48,50,9,18,14,True
BTCUSDT,30min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,6,50,46,7,72,18,True
BTCUSDT,30min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,14,30,76,3,24,66,False
BTCUSDT,30min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,20,36,64,6,8,58,False
BTCUSDT,30min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,22,18,48,9,6,62,True
BTCUSDT,30min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,6,58,88,2,18,64,True
BTCUSDT,30min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,16,20,84,4,32,52,True
BTCUSDT,30min,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,22,68,86,1,50,18,False
BTCUSDT,30min,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,10,20,86,7,8,76,True
BTCUSDT,30min,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,8,62,58,6,78,66,True
BTCUSDT,30min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,6,30,42,2,8,72,False
BTCUSDT,30min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_30min.pkl,10,22,80,1,44,58,True
ETHUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,0.12376671999998479,3,66.66666666666666,reports_walkforward/returns_ETHUSDT_1H.pkl,20,44,54,1,46,52,False
ETHUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-9.48085919999999,1,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,8,40,60,1,26,44,True
ETHUSDT,1H,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,3.4768979200000105,4,75.0,reports_walkforward/returns_ETHUSDT_1H.pkl,4,10,78,3,54,56,False
ETHUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,12.137773559999987,11,90.9090909090909,reports_walkforward/returns_ETHUSDT_1H.pkl,4,36,62,1,76,52,True
ETHUSDT,1H,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,12.353570199999986,4,75.0,reports_walkforward/returns_ETHUSDT_1H.pkl,8,48,60,4,60,10,False
ETHUSDT,1H,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,-11.636090640000008,1,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,8,22,68,2,24,14,False
ETHUSDT,1H,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-6.849992960000018,4,25.0,reports_walkforward/returns_ETHUSDT_1H.pkl,4,8,74,1,76,42,False
ETHUSDT,1H,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-2.625408840000032,3,66.66666666666666,reports_walkforward/returns_ETHUSDT_1H.pkl,6,44,62,1,22,16,False
ETHUSDT,1H,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,0.3878875200000076,5,80.0,reports_walkforward/returns_ETHUSDT_1H.pkl,4,10,70,4,46,36,True
ETHUSDT,1H,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,-0.6673830799999836,11,45.45454545454545,reports_walkforward/returns_ETHUSDT_1H.pkl,6,74,46,8,36,52,False
ETHUSDT,1H,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,-4.389450080000001,3,66.66666666666666,reports_walkforward/returns_ETHUSDT_1H.pkl,12,60,54,1,46,54,True
ETHUSDT,1H,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.9993689999999944,3,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,8,58,50,8,66,26,False
ETHUSDT,1H,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,9.3092634,3,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,10,20,64,1,72,58,True
ETHUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,-2.588617439999996,2,50.0,reports_walkforward/returns_ETHUSDT_1H.pkl,10,26,62,1,24,44,True
ETHUSDT,1H,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,-22.80635019999999,4,50.0,reports_walkforward/returns_ETHUSDT_1H.pkl,6,18,64,2,44,58,False
ETHUSDT,1H,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.24883343999997365,3,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,10,74,52,4,44,60,True
ETHUSDT,1H,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,0.09637423999999672,1,100.0,reports_walkforward/returns_ETHUSDT_1H.pkl,20,76,44,1,68,62,True
ETHUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,1.3491867599999985,11,63.63636363636363,reports_walkforward/returns_ETHUSDT_1H.pkl,4,52,52,7,18,22,True
ETHUSDT,1H,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,0.15380327999998666,3,66.66666666666666,reports_walkforward/returns_ETHUSDT_1H.pkl,8,10,62,4,18,50,True
ETHUSDT,1H,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,1.1276037599999622,12,66.66666666666666,reports_walkforward/returns_ETHUSDT_1H.pkl,6,66,52,7,48,64,True
ETHUSDT,1H,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,-0.8688681599999692,4,75.0,reports_walkforward/returns_ETHUSDT_1H.pkl,6,4,78,1,46,62,True
ETHUSDT,1H,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,2.570623200000033,11,81.81818181818183,reports_walkforward/returns_ETHUSDT_1H.pkl,6,20,56,1,48,62,True
ETHUSDT,1H,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,3.156897759999988,13,84.61538461538461,reports_walkforward/returns_ETHUSDT_1H.pkl,8,58,52,5,8,36,False
ETHUSDT,1H,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,5.299569599999976,10,90.0,reports_walkforward/returns_ETHUSDT_1H.pkl,8,36,56,1,14,38,False
ETHUSDT,1H,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,-3.4833610799999914,1,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,12,74,58,2,58,70,False
ETHUSDT,1H,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,-3.5679907199999583,7,71.42857142857143,reports_walkforward/returns_ETHUSDT_1H.pkl,8,28,62,1,70,50,True
ETHUSDT,1H,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,-4.607639519999973,6,50.0,reports_walkforward/returns_ETHUSDT_1H.pkl,6,10,66,1,74,60,False
ETHUSDT,1H,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,-15.511888799999996,1,0.0,reports_walkforward/returns_ETHUSDT_1H.pkl,10,68,56,7,44,26,False
ETHUSDT,1H,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,3.1804938400000093,3,66.66666666666666,reports_walkforward/returns_ETHUSDT_1H.pkl,10,52,58,3,62,44,True
BTCUSDT,15min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,12,24,62,2,8,76,False
BTCUSDT,15min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,14,22,66,9,42,72,True
BTCUSDT,15min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,16,26,70,2,32,60,True
BTCUSDT,15min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,12,54,44,4,36,42,True
BTCUSDT,15min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,8,56,72,1,70,78,False
BTCUSDT,15min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,12,58,52,8,76,16,False
BTCUSDT,15min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,8,48,72,5,46,58,True
BTCUSDT,15min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,18,44,68,6,62,70,True
BTCUSDT,15min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,18,28,64,2,26,54,False
BTCUSDT,15min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,10,16,68,6,40,30,True
BTCUSDT,15min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,6,70,40,3,72,34,True
BTCUSDT,15min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,4,40,74,7,62,50,True
BTCUSDT,15min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,4,70,42,6,6,58,True
BTCUSDT,15min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,10,68,50,2,38,46,True
BTCUSDT,15min,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,16,38,82,6,76,34,True
BTCUSDT,15min,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,12,4,54,4,52,62,True
BTCUSDT,15min,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,4,72,82,7,64,30,True
BTCUSDT,15min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,4,36,62,9,52,44,False
BTCUSDT,15min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,16,48,74,8,70,56,True
BTCUSDT,15min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,10,48,62,8,62,62,False
BTCUSDT,15min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,8,76,72,6,28,74,True
BTCUSDT,15min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,14,60,42,5,66,48,True
BTCUSDT,15min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,18,18,66,5,36,16,True
BTCUSDT,15min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,8,46,84,5,56,76,True
BTCUSDT,15min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,14,58,60,6,6,72,False
BTCUSDT,15min,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,12,76,72,1,34,36,True
BTCUSDT,15min,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,8,22,86,4,54,10,True
BTCUSDT,15min,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,10,74,88,1,20,16,True
BTCUSDT,15min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,16,24,64,4,52,10,False
BTCUSDT,15min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,0.0,0,0.0,reports_walkforward/returns_BTCUSDT_15min.pkl,10,36,82,9,12,20,True
SOLUSDT,30min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,-10.111538600000024,1,0.0,reports_walkforward/returns_SOLUSDT_30min.pkl,4,74,64,2,46,58,False
SOLUSDT,30min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,1.6345619320000226,2,50.0,reports_walkforward/returns_SOLUSDT_30min.pkl,10,68,62,2,46,54,False
SOLUSDT,30min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,5.225938411999964,6,83.33333333333334,reports_walkforward/returns_SOLUSDT_30min.pkl,6,54,62,2,18,54,True
SOLUSDT,30min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,2.4040571000000233,14,78.57142857142857,reports_walkforward/returns_SOLUSDT_30min.pkl,16,50,52,4,16,46,False
SOLUSDT,30min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,8.956158324000052,24,75.0,reports_walkforward/returns_SOLUSDT_30min.pkl,18,50,52,4,10,54,False
SOLUSDT,30min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,26.545256179999942,4,75.0,reports_walkforward/returns_SOLUSDT_30min.pkl,4,30,68,2,38,20,False
SOLUSDT,30min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,-1.317612628000009,3,66.66666666666666,reports_walkforward/returns_SOLUSDT_30min.pkl,6,36,62,3,26,76,False
SOLUSDT,30min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-15.994652904000016,3,33.33333333333333,reports_walkforward/returns_SOLUSDT_30min.pkl,8,24,64,3,18,40,False
SOLUSDT,30min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,-8.720502644000005,8,62.5,reports_walkforward/returns_SOLUSDT_30min.pkl,4,12,70,4,30,60,False
SOLUSDT,30min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,5.799898416000038,9,66.66666666666666,reports_walkforward/returns_SOLUSDT_30min.pkl,10,68,58,3,38,64,False
SOLUSDT,30min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,-4.081699103999981,1,0.0,reports_walkforward/returns_SOLUSDT_30min.pkl,4,32,60,1,22,74,False
SOLUSDT,30min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,-14.656367368000012,30,70.0,reports_walkforward/returns_SOLUSDT_30min.pkl,4,12,58,1,78,52,False
SOLUSDT,30min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,3.5167771880000087,12,75.0,reports_walkforward/returns_SOLUSDT_30min.pkl,16,62,52,7,62,54,False
SOLUSDT,30min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,-7.445405208000066,10,70.0,reports_walkforward/returns_SOLUSDT_30min.pkl,16,34,54,1,46,50,True
SOLUSDT,30min,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,7.511264507999993,7,85.71428571428571,reports_walkforward/returns_SOLUSDT_30min.pkl,6,32,64,9,40,40,False
SOLUSDT,30min,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,-20.734147811999982,9,77.77777777777779,reports_walkforward/returns_SOLUSDT_30min.pkl,16,38,54,5,4,46,False
SOLUSDT,30min,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,-0.05864557199994902,41,53.65853658536586,reports_walkforward/returns_SOLUSDT_30min.pkl,14,72,42,9,66,36,False
SOLUSDT,30min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,-3.75205700400002,1,0.0,reports_walkforward/returns_SOLUSDT_30min.pkl,4,62,58,9,68,26,True
SOLUSDT,30min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,2.132550127999999,8,87.5,reports_walkforward/returns_SOLUSDT_30min.pkl,4,78,60,7,24,64,True
SOLUSDT,30min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,2.493230479999986,4,100.0,reports_walkforward/returns_SOLUSDT_30min.pkl,18,26,62,4,78,62,True
SOLUSDT,30min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,7.183309432000029,4,100.0,reports_walkforward/returns_SOLUSDT_30min.pkl,22,20,60,1,66,78,True
SOLUSDT,30min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,-2.3563814399999994,4,50.0,reports_walkforward/returns_SOLUSDT_30min.pkl,16,44,58,2,10,54,True
SOLUSDT,30min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,23.67230640000002,11,81.81818181818183,reports_walkforward/returns_SOLUSDT_30min.pkl,14,14,64,3,38,26,False
SOLUSDT,30min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,1.9079045999999877,6,66.66666666666666,reports_walkforward/returns_SOLUSDT_30min.pkl,18,32,58,3,24,76,False
SOLUSDT,30min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,1.2920055599999536,16,75.0,reports_walkforward/returns_SOLUSDT_30min.pkl,4,10,66,2,12,14,False
SOLUSDT,30min,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,-8.489187880000026,10,50.0,reports_walkforward/returns_SOLUSDT_30min.pkl,10,6,76,1,58,12,False
SOLUSDT,30min,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,-8.210578959999982,19,73.68421052631578,reports_walkforward/returns_SOLUSDT_30min.pkl,4,8,70,2,10,46,False
SOLUSDT,30min,28,2024-10-21,2025-01-13,2025-01-13,2025-01-27,17.905159839999985,29,82.75862068965517,reports_walkforward/returns_SOLUSDT_30min.pkl,4,4,78,2,26,46,False
SOLUSDT,30min,29,2024-11-04,2025-01-27,2025-01-27,2025-02-10,-8.208992039999996,4,50.0,reports_walkforward/returns_SOLUSDT_30min.pkl,4,22,64,2,78,14,False
SOLUSDT,30min,30,2024-11-18,2025-02-10,2025-02-10,2025-02-24,-7.2969454399999805,3,33.33333333333333,reports_walkforward/returns_SOLUSDT_30min.pkl,8,6,82,6,78,42,False
ADAUSDT,30min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,-2.357339320000007,3,66.66666666666666,reports_walkforward/returns_ADAUSDT_30min.pkl,16,56,62,6,54,46,False
ADAUSDT,30min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-5.669039943999998,1,0.0,reports_walkforward/returns_ADAUSDT_30min.pkl,14,60,60,5,4,36,False
ADAUSDT,30min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,6.494332774799938,13,84.61538461538461,reports_walkforward/returns_ADAUSDT_30min.pkl,4,64,60,8,74,58,False
ADAUSDT,30min,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,4.183938345200011,8,87.5,reports_walkforward/returns_ADAUSDT_30min.pkl,4,50,62,9,26,62,False
ADAUSDT,30min,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,6.295793830800012,10,80.0,reports_walkforward/returns_ADAUSDT_30min.pkl,4,62,60,7,58,52,False
ADAUSDT,30min,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,-7.5808904799999794,2,50.0,reports_walkforward/returns_ADAUSDT_30min.pkl,6,42,64,9,10,26,False
ADAUSDT,30min,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,1.155437446399965,14,78.57142857142857,reports_walkforward/returns_ADAUSDT_30min.pkl,18,6,66,7,4,64,False
ADAUSDT,30min,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,0.35305629399997596,13,76.92307692307693,reports_walkforward/returns_ADAUSDT_30min.pkl,18,12,54,5,76,66,False
ADAUSDT,30min,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,0.9532585332000298,13,53.84615384615385,reports_walkforward/returns_ADAUSDT_30min.pkl,14,8,64,9,40,26,False
ADAUSDT,30min,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,1.204292976000021,6,66.66666666666666,reports_walkforward/returns_ADAUSDT_30min.pkl,14,8,72,7,6,26,False
ADAUSDT,30min,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,1.0334840091999808,27,77.77777777777779,reports_walkforward/returns_ADAUSDT_30min.pkl,10,6,60,8,44,40,False
ADAUSDT,30min,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,-0.17520712359994084,31,51.61290322580645,reports_walkforward/returns_ADAUSDT_30min.pkl,20,20,42,8,64,12,False
ADAUSDT,30min,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.7030213327999801,2,50.0,reports_walkforward/returns_ADAUSDT_30min.pkl,22,34,60,2,38,46,True
ADAUSDT,30min,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,-2.342774738400044,16,56.25,reports_walkforward/returns_ADAUSDT_30min.pkl,18,46,50,5,8,76,False
ADAUSDT,30min,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,2.955180193599949,5,80.0,reports_walkforward/returns_ADAUSDT_30min.pkl,22,32,60,8,36,76,False
ADAUSDT,30min,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,-12.202055873600015,7,42.857142857142854,reports_walkforward/returns_ADAUSDT_30min.pkl,22,70,52,6,68,78,False
ADAUSDT,30min,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.4782485655999924,10,70.0,reports_walkforward/returns_ADAUSDT_30min.pkl,18,60,56,5,48,60,True
ADAUSDT,30min,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,-0.4323744012000308,10,80.0,reports_walkforward/returns_ADAUSDT_30min.pkl,20,40,50,4,70,56,False
ADAUSDT,30min,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,0.9639987791999705,4,75.0,reports_walkforward/returns_ADAUSDT_30min.pkl,12,28,64,3,24,66,True
ADAUSDT,30min,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,-2.6450308020000035,44,45.45454545454545,reports_walkforward/returns_ADAUSDT_30min.pkl,14,60,44,8,74,38,False
ADAUSDT,30min,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,0.9596684176000236,3,100.0,reports_walkforward/returns_ADAUSDT_30min.pkl,10,22,68,7,4,72,True
ADAUSDT,30min,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,0.570577644800041,20,85.0,reports_walkforward/returns_ADAUSDT_30min.pkl,8,4,76,9,60,48,False
ADAUSDT,30min,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,13.592096411200028,13,92.3076923076923,reports_walkforward/returns_ADAUSDT_30min.pkl,14,6,68,5,36,70,False
ADAUSDT,30min,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,31.183950755199973,3,100.0,reports_walkforward/returns_ADAUSDT_30min.pkl,6,18,74,8,68,62,False
ADAUSDT,30min,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,4.4360361543999804,2,50.0,reports_walkforward/returns_ADAUSDT_30min.pkl,4,36,66,7,50,40,False
