Symbol,Timeframe,Score,Parameters
BTC,15min,-1000,"{'lowest_point_bars': 20, 'rsi_length': 10, 'sell_barrier': 75, 'dca_parts': 6}"
BTC,15min,-1000,"{'lowest_point_bars': 20, 'rsi_length': 10, 'sell_barrier': 75, 'dca_parts': 6}"
BTC,15min,-1000,"{'lowest_point_bars': 20, 'rsi_length': 10, 'sell_barrier': 75, 'dca_parts': 6}"
BTC,15min,-1000,"{'lowest_point_bars': 20, 'rsi_length': 10, 'sell_barrier': 75, 'dca_parts': 6}"
BTC,15min,-1000,"{'lowest_point_bars': 20, 'rsi_length': 10, 'sell_barrier': 75, 'dca_parts': 6}"
