Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),OOS Valid,param_len_rsi,param_bb_len,param_bb_mult,param_rsi_upper,param_rsi_lower,param_long_tp,param_long_sl,param_pyramiding,param_initial_percent,param_percent_step
LINKUSDT,15min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,2.5009378479999844,3,100.0,True,14,34,1.5,60,35,0.15,0.25,4,4,1
LINKUSDT,15min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,0.0,0,0,True,12,22,1.5,80,30,0.2,0.25,4,4,1
LINKUSDT,15min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0,True,12,36,1.8,65,35,0.08,0.25,11,4,4
