Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),OOS Valid,param_len_rsi,param_bb_len,param_bb_mult,param_rsi_upper,param_rsi_lower,param_long_tp,param_long_sl,param_pyramiding,param_initial_percent,param_percent_step
AAVEUSDT,15min,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,4.417085519999997,1,100.0,True,22,34,1.5,70,35,0.1,0.1,1,4,3
AAVEUSDT,15min,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,0.5472779999999844,1,100.0,True,12,36,1.5,65,20,0.15,0.25,3,4,1
AAVEUSDT,15min,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.0,0,0,True,8,24,1.8,70,25,0.08,0.15,1,4,2
